city,state,country,dim_1,dim_2,dim_3,dim_4
Medina,WA,US,-0.04959063,-0.03411462,-0.07328087,0.015589531
BlueRidge,VA,US,0.03158437,0.029911075,0.04788616,-0.03049056
WestLakeHills,TX,US,-0.007814526,-0.024680821,0.06965223,0.033537302
Seacliff,CA,US,0.003167328,0.003986936,-0.07322396,0.015632464
Pendleton,SC,US,0.06646734,-0.013750517,0.007490956,0.027891548
Ohioville,PA,US,0.038058054,0.031893767,0.016505534,-0.050833613
LincolnPark,CO,US,-0.035536554,-0.01934657,0.015896728,0.004298347
Lakeland,GA,US,0.04036273,0.006572426,-0.0071325838,0.058169633
MountOliver,PA,US,0.049428232,0.043118924,0.01567058,-0.057401124
Ainaloa,HI,US,-0.044864837,-0.004034767,0.039816074,-0.0007534509
TybeeIsland,GA,US,0.017682878,0.010363905,-0.017047687,0.038166482
Essexville,MI,US,-0.0063530686,0.023646133,-0.01805654,-0.031075858
Lagrange,IN,US,0.013605094,0.004746676,-0.002790587,-0.03438118
Sonterra,TX,US,-0.014089343,-0.024561878,0.07832801,0.03325131
GrandPoint,LA,US,0.027068501,0.004158845,0.02311202,0.048824344
WestEnd-CobbTown,AL,US,0.055448145,-0.0057815076,0.019450858,0.0527537
Dundee,OR,US,-0.034003377,-0.02374651,-0.056525905,0.020726474
GrandSaline,TX,US,-0.0069679823,-0.03381618,0.07519733,0.03243042
HowardsGrove,WI,US,-0.014443153,0.0025202073,-0.018342553,-0.03426113
Esparto,CA,US,-0.0071240477,0.004298988,-0.06678751,0.007096467
JonesCreek,TX,US,0.003497408,-0.010051826,0.05898017,0.050655026
Montrose,NY,US,-0.008052683,0.102842934,0.010103791,0.0031739513
Marysville,KS,US,-0.016431201,-0.033481516,0.015684165,-0.026446631
Hahnville,LA,US,0.031362217,0.009189756,0.013982429,0.058677003
AguaDulce,TX,US,-0.03339706,0.0048829624,-0.016542483,0.011503216
Baldwyn,MS,US,0.03743728,-0.020426517,0.041898042,0.032026302
Mauriceville,TX,US,0.011522666,0.0018609674,0.03495394,0.056182474
Blissfield,MI,US,0.0123870205,0.016661316,-0.008454331,-0.035893895
Crockett,CA,US,0.001999731,-0.0018485631,-0.12800093,0.009801906
Carrollton,OH,US,0.028603114,0.018597035,0.01789534,-0.045146033
NorthWales,PA,US,0.0138491355,0.10674033,-0.014199005,-0.0075980336
Somerville,TN,US,0.029632851,-0.032615766,0.032385297,0.019985653
RuralHall,NC,US,0.06223442,0.017091839,0.010558644,-0.0040500383
Hilliard,FL,US,0.035270665,0.019893916,-0.00817415,0.056016255
Leisuretowne,NJ,US,0.008035566,0.08045449,-0.041451287,0.0045217406
Pomona,NY,US,-0.008052683,0.102842934,0.010103791,0.0031739513
Livingston,AL,US,0.034621682,-0.007967418,0.041263208,0.046697825
SugarCreek,MO,US,-0.0019393216,-0.040966894,0.0011708878,-0.04770322
CambrianPark,CA,US,0.006093302,-0.005393519,-0.11763031,0.022270124
Philippi,WV,US,0.023932071,0.013302625,0.03378416,-0.028110716
Spencer,NC,US,0.060678754,0.0113271745,0.0002651643,0.009493997
WestPoint,VA,US,0.024345817,0.04915345,0.0014507908,-0.009123868
Chickamauga,GA,US,0.050622903,0.0043331175,0.019293401,0.028534332
Spearman,TX,US,-0.029887114,-0.031741153,0.027396766,-0.0010415385
WestWyomissing,PA,US,0.011046689,0.09593898,0.0033409097,-0.01663554
BerwynHeights,MD,US,0.03619792,0.10392435,-0.022418533,-0.023600442
WaterValley,MS,US,0.028800251,-0.026062291,0.040237788,0.032017823
Newburgh,IN,US,0.041300405,-0.02313465,0.0066324123,-0.030803867
Myerstown,PA,US,0.0049426807,0.08403153,0.013884824,-0.020597264
Nesquehoning,PA,US,8.0205034e-05,0.07450775,0.010491198,-0.00783944
BadAxe,MI,US,-0.008566952,0.026470484,-0.0040292665,-0.029574847
Williams,AZ,US,-0.028815709,-0.0008519903,-0.013646978,0.0061778375
Annetta,TX,US,-0.014606086,-0.042031586,0.06422451,0.018540973
Cabán,Aguadilla,PR,-0.08234797,-0.0073295427,0.07777591,0.007905317
FourBridges,OH,US,0.04349828,-0.008491989,0.009385098,-0.04575524
Kotzebue,AK,US,-0.043661553,0.0012020089,0.03765151,0.0043002767
Grangeville,ID,US,-0.038023863,-0.017592268,0.012932271,-0.002139576
SleepyHollow,IL,US,0.008897675,-0.022708682,-0.03370326,-0.03486123
Cottonwood,CA,US,-0.008262084,0.00863389,-0.06371023,0.017458174
Yerington,NV,US,-0.01949213,9.321049e-05,-0.03728155,0.010299897
Uniontown,OH,US,0.032657523,0.018636586,-0.0008022801,-0.054392107
Moulton,AL,US,0.046361346,-0.010593084,0.016611768,0.043758295
MonmouthBeach,NJ,US,0.0024693566,0.0883048,-0.045129083,0.0077409083
Locust,NC,US,0.05761553,0.005865043,0.00014734454,0.015631735
BayPines,FL,US,0.02401513,0.017461501,0.004801166,0.054255474
Garnett,KS,US,-0.007469969,-0.04375637,0.025850696,-0.023233343
Kemmerer,WY,US,-0.030682065,-0.009580129,0.02582627,0.0021394978
Vinton,LA,US,0.012420138,0.0030644587,0.033561606,0.05440968
Greenbriar,FL,US,0.023762753,0.019200405,0.003904749,0.054122064
IowaColony,TX,US,0.0013073159,-0.0076593254,0.05121577,0.05433124
Hauula,HI,US,-0.05156722,-0.0071371472,0.04512111,-0.0033877883
Verona,MS,US,0.038092498,-0.023197804,0.027819302,0.03555636
Wimberley,TX,US,-0.01659163,-0.025280237,0.078891106,0.030997837
Enochville,NC,US,0.06541671,0.009360053,-0.006421229,0.0087702805
PortAngelesEast,WA,US,-0.033675294,-0.015991187,-0.0045269653,-0.018098574
Russell,KY,US,0.045784447,0.0007764946,0.035785608,-0.038766034
Norris,TN,US,0.053016696,-0.010332551,0.02981572,-0.00056639296
EielsonAFB,AK,US,-0.025086975,-0.013299903,0.02926811,-0.014819143
Silt,CO,US,-0.0234939,-0.00991106,0.014860227,0.004949164
Wellsboro,PA,US,-0.0057689315,0.04696858,0.028095253,-0.028855575
Welsh,LA,US,0.010407778,0.004333758,0.04065509,0.050055873
BedfordHills,NY,US,-0.014092884,0.093875356,-0.0039354637,0.008305267
Linwood,PA,US,0.025560053,0.10161504,-0.034155782,-0.0110076275
Wewoka,OK,US,-0.012292602,-0.04514124,0.05143801,-0.003057578
WestOrange,TX,US,0.009193577,-0.000486629,0.02741246,0.056881506
Tipton,IA,US,0.0034753045,-0.031293247,-0.015124868,-0.033259723
Sharpes,FL,US,0.020568559,0.021140331,-0.004019901,0.036850188
RushCity,MN,US,-0.02047528,-0.011892282,-0.019943243,-0.03477244
Canterwood,WA,US,-0.038618043,-0.031657156,-0.053653773,0.0012599296
Coquí,Salinas,PR,-0.05584035,-0.0154613545,0.059436336,0.012876985
PistakeeHighlands,IL,US,0.0010850397,-0.012404394,-0.030432463,-0.036983628
Watergate,FL,US,0.008628063,0.0283153,0.009046251,0.031197561
EastDundee,IL,US,0.0145581355,-0.024593564,-0.04303898,-0.03797372
Fairfield,TX,US,-0.01014874,-0.02212518,0.07244363,0.037080295
Coplay,PA,US,0.00947989,0.102385245,-0.002162438,-0.009422176
WarmSprings,OR,US,-0.03250136,-0.016921446,-0.026677057,0.003652731
WestPortsmouth,OH,US,0.043864716,-0.0029027732,0.038252044,-0.04436496
ThreeRivers,OR,US,-0.03864342,-0.011430625,0.020922313,0.0068842196
OrchardCity,CO,US,-0.024044616,-0.0037945025,0.005160166,0.003097565
NewYorkMills,NY,US,-0.018512545,0.049674466,0.03102988,-0.022067659
Warrior,AL,US,0.048285905,-0.0017067306,0.015789844,0.042608164
Wanakah,NY,US,-0.0051298244,0.03729712,-0.0019209285,-0.023826493
Holton,KS,US,-0.01597951,-0.040240485,0.01729936,-0.031025065
Lowesville,NC,US,0.066659376,0.005224635,-0.004447274,0.014465085
Algona,WA,US,-0.05798755,-0.024909858,-0.023876859,0.0088335695
Louisiana,MO,US,0.014620962,-0.03813787,0.001213209,-0.03430907
Steeleville,IL,US,0.027719885,-0.02241461,0.011419708,-0.027850036
WarehamCenter,MA,US,-0.02730585,0.049370226,-0.015037872,0.0030083861
MingoJunction,OH,US,0.04089223,0.022733152,0.021779457,-0.046203267
CentralPark,WA,US,-0.046262488,-0.01232344,-0.004824675,0.003772967
Cumberland,KY,US,0.040176976,-0.002788335,0.033080455,-0.0010063122
Bandon,OR,US,-0.03326563,-0.015656872,-0.008120363,0.017850537
ElCerro,NM,US,-0.035387773,-0.00852636,-0.011182927,0.004297088
Hoopa,CA,US,-0.025562152,0.0016012923,0.004044711,0.013414546
Millersburg,OH,US,0.02693564,0.018820025,0.010888338,-0.0505088
Cutchogue,NY,US,-0.020164993,0.04700702,-0.022996519,0.012282726
PortWashingtonNorth,NY,US,0.005833769,0.12342139,-0.05586285,0.012505908
Ingram,PA,US,0.049428232,0.043118924,0.01567058,-0.057401124
LakePanasoffkee,FL,US,0.024540067,0.020055382,-0.0023053617,0.046872932
Mannford,OK,US,-0.0051389807,-0.052916475,0.034333117,-0.01069899
Walkerton,IN,US,0.013860864,0.002638899,-0.012719449,-0.03187443
SanAntonioHeights,CA,US,-0.013457979,-0.0082022045,-0.101829566,0.019434763
Springtown,TX,US,-0.018105492,-0.043833096,0.060887646,0.010904896
Bamberg,SC,US,0.041634187,-0.00068189565,-0.017462173,0.034482494
Athens,PA,US,-0.0110406075,0.052991904,0.032588005,-0.024893396
LakeOrion,MI,US,7.900747e-05,0.031727653,-0.013179325,-0.03570719
Burgettstown,PA,US,0.043637574,0.028800406,0.018451475,-0.046479214
ChattanoogaValley,GA,US,0.0564881,0.004692377,0.021099823,0.029334005
Glenville,WV,US,0.03089871,0.015320711,0.045921963,-0.03795503
Capitanejo,Juana Díaz,PR,-0.05214367,-0.009632683,0.05673871,0.014387676
Tallapoosa,GA,US,0.054398373,-0.01061406,0.019108683,0.047853842
Beaver,UT,US,-0.020520058,-0.006625605,-0.0017722117,0.008379051
Superior,AZ,US,-0.029470617,0.0063540647,-0.025182301,0.0057989224
Malabar,FL,US,0.01565259,0.017727619,0.005788757,0.035987288
Georgetown,IL,US,0.022205044,-0.022730261,0.0063945036,-0.03945836
SouthHempstead,NY,US,-0.0123343505,0.08079191,-0.038535945,0.01654143
Lutcher,LA,US,0.027068501,0.004158845,0.02311202,0.048824344
TerraBella,CA,US,-0.010977402,-0.003029553,-0.084834285,0.018903347
Waynesville,OH,US,0.036871582,-0.0037010384,0.0095239105,-0.046262775
Sparta,GA,US,0.048506618,-0.006343784,-0.0042587854,0.04544526
LagunaVista,TX,US,-0.012731255,-0.008738446,0.106648706,0.031720594
NorthMiddletown,NJ,US,0.010278502,0.10365838,-0.038236536,0.0011973076
Jackson,MN,US,-0.02027594,-0.023035694,-0.005465538,-0.022978133
Angwin,CA,US,-0.013395709,0.001348541,-0.030758014,0.0040034098
Macungie,PA,US,0.009747566,0.096181855,0.0004285238,-0.0054067066
LomaRica,CA,US,-0.016364599,0.0032867724,-0.06286097,0.0056370376
AcushnetCenter,MA,US,-0.021687297,0.051902942,-0.025553681,0.00719169
Frisco,CO,US,-0.038239926,-0.010364657,0.01705076,0.000430148
Hideaway,TX,US,-0.005032777,-0.030463776,0.076053254,0.037687425
RedOaksMill,NY,US,-0.010434134,0.08416663,0.017240442,0.0014481199
UnionCity,PA,US,0.0014545063,0.0383687,0.015950419,-0.035459116
SaddleRiver,NJ,US,-0.0050350428,0.12290331,0.0052294508,0.0030725799
SanSaba,TX,US,-0.031128703,-0.02678095,0.07935143,0.029365657
IngallsPark,IL,US,0.029215407,-0.036591474,-0.04007905,-0.033970874
Pickens,SC,US,0.057109497,-0.012666197,0.01616463,0.026585186
Underwood-Petersville,AL,US,0.04623596,-0.015714524,0.021117182,0.037847593
Salmon,ID,US,-0.034024898,-0.012143792,0.016769258,-0.010172031
Jones,OK,US,-0.009368494,-0.048387893,0.03447116,-0.0023242042
ColdSpring,NY,US,-0.0058387327,0.094165646,0.016989104,0.0019192855
Tunkhannock,PA,US,-0.014264246,0.060261138,0.035867743,-0.018604457
Morada,CA,US,0.014488017,0.0029844048,-0.1634654,0.03390229
Zellwood,FL,US,0.018905574,0.02014963,-0.007246652,0.04549394
Parowan,UT,US,-0.02873689,-0.004869941,0.0002839472,0.008920654
Williamsburg,IA,US,0.00047501878,-0.035390574,-0.008673814,-0.033752836
Greentown,IN,US,0.01770161,-0.0073655397,0.0009991336,-0.03884485
HiddenSprings,ID,US,-0.03604445,-0.017276658,0.0033005634,0.001648037
Amesti,CA,US,0.0028012102,-0.00499205,-0.10097129,0.016437396
OakRidgeNorth,TX,US,-0.001482378,-0.008626117,0.054513507,0.060723256
WestUnion,OH,US,0.042253625,-0.006236818,0.030544085,-0.042460352
NorthBrooksville,FL,US,0.025813375,0.018661072,-0.00038318709,0.053393256
ElCenizo,TX,US,-0.02298263,-0.004421466,0.065726794,0.032846123
SouthEliot,ME,US,-0.028417364,0.049830526,0.0033295176,0.00045580408
Early,TX,US,-0.031347428,-0.031038731,0.07058613,0.023548994
MonteGrande,Cabo Rojo,PR,-0.05016016,-0.005382765,0.060143445,0.014157466
Weaverville,CA,US,-0.033068977,0.0059112906,0.015681002,0.014769406
Pitcairn,PA,US,0.041626003,0.045968894,0.022642685,-0.05723139
KingsBayBase,GA,US,0.030715635,0.01811683,-0.017362073,0.047224544
Ladysmith,WI,US,-0.026401538,-0.003930235,-0.00073991885,-0.034039535
Boscobel,WI,US,-0.011611393,-0.014152757,-0.013763151,-0.033764683
DakotaDunes,SD,US,-0.018037537,-0.03031443,-0.012198031,-0.024665037
Delta,OH,US,0.015436952,0.013125957,-0.004765379,-0.03836624
Liberty,SC,US,0.059100706,-0.007098778,0.0008261984,0.02445244
Wynantskill,NY,US,-0.016395042,0.06121808,0.016973885,-0.010341114
Lucedale,MS,US,0.026689,0.011545722,0.020452254,0.05576138
Walbridge,OH,US,0.024577742,0.011886461,-0.015523794,-0.04223203
MooseLake,MN,US,-0.02092442,-0.00454797,-0.0051225047,-0.027052278
Meadowdale,WA,US,-0.031512436,-0.025470283,-0.0653484,-0.003384361
TierrasNuevasPoniente,Manatí,PR,-0.074427165,-0.018663928,0.060533006,0.0078058043
Homestead,PA,US,0.049428232,0.043118924,0.01567058,-0.057401124
Soperton,GA,US,0.053686995,-0.0011581437,-0.02542362,0.056232218
HighBridge,WA,US,-0.058224715,-0.023985937,-0.0098885875,0.00052721414
NevadaCity,CA,US,-0.022636153,0.005037097,-0.038357265,0.0027443431
Lebanon,VA,US,0.03335176,0.00045478335,0.048629355,-0.010787689
PineCity,MN,US,-0.020689273,-0.009772702,-0.01611102,-0.033889215
Eleele,HI,US,-0.0498529,-0.006056025,0.04366637,0.00012541935
LakeSuccess,NY,US,0.005833769,0.12342139,-0.05586285,0.012505908
Zillah,WA,US,-0.033941284,-0.018127663,-0.071032405,-0.004625365
Blanchard,LA,US,0.005907781,-0.027938226,0.051387683,0.050745085
Granville,WV,US,0.035512462,0.018508106,0.035151977,-0.037158236
Tomahawk,WI,US,-0.025871715,0.0038039398,0.0058754897,-0.02886417
Burlington,CO,US,-0.037040353,-0.025360404,0.035467666,-0.0052223206
Salunga,PA,US,0.013067183,0.08863767,-0.0034627453,-0.018527992
Beulah,ND,US,-0.031775117,-0.017323082,0.0059109535,-0.0026997258
Nokomis,IL,US,0.018892353,-0.02082635,0.0015020693,-0.032236464
OrchidlandsEstates,HI,US,-0.044864837,-0.004034767,0.039816074,-0.0007534509
Versailles,OH,US,0.02935166,3.005378e-05,0.004850863,-0.04533676
Centerville,PA,US,0.04082527,0.023841519,0.0284763,-0.04243169
Sheridan,IN,US,0.018919235,-0.011087207,-3.6591664e-05,-0.04204548
Landis,NC,US,0.06541671,0.009360053,-0.006421229,0.0087702805
Cottondale,AL,US,0.04253789,-0.0040379036,0.029293822,0.053079374
Brackenridge,PA,US,0.0316061,0.050553925,0.024727039,-0.059151817
Denmark,SC,US,0.04385144,-0.00068775367,-0.017549064,0.035208818
Bicknell,IN,US,0.03447024,-0.022602843,0.0061693448,-0.038608756
Okemah,OK,US,-0.010245941,-0.04677261,0.05018708,-0.004435934
Hamburg,NJ,US,-0.0043410575,0.076821,0.024254434,-0.011590865
Netcong,NJ,US,0.0009940956,0.08433626,0.0104970755,-0.0087574925
Yorkville,WI,US,-6.6586304e-05,-0.009112589,-0.041387577,-0.034740645
HeronBay,GA,US,0.062392298,-0.0081876265,-0.011115977,0.05258983
AvondaleEstates,GA,US,0.0687437,-0.008594418,-0.024991544,0.042488806
Hogansville,GA,US,0.05933032,-0.0077672764,0.013963689,0.05680166
MarinCity,CA,US,-0.017847542,0.00436919,-0.06394581,0.0058587636
Rochester,WA,US,-0.03910384,-0.023567885,-0.023717942,0.011055422
Thiensville,WI,US,-0.0068703606,-0.0014703652,-0.036941316,-0.04197421
Needville,TX,US,-0.0046387236,-0.014789733,0.06997182,0.051009387
Oakland,FL,US,0.024534848,0.022259464,-0.013612811,0.04892292
MountPenn,PA,US,0.008930091,0.08974853,0.0043250015,-0.011614281
SanAndreas,CA,US,-0.023663847,0.00402401,-0.04212757,0.011929154
Henrietta,TX,US,-0.022884615,-0.043541983,0.04637154,0.0071468786
Hiawatha,KS,US,-0.020351872,-0.03844516,0.011380355,-0.033446226
LakePocotopaug,CT,US,-0.01448745,0.07960058,-0.014499939,0.0052042576
Wesleyville,PA,US,0.0027402013,0.03731818,0.0047258413,-0.02809166
PaddockLake,WI,US,-0.00062506046,-0.01057162,-0.033254154,-0.036221392
Gosnell,AR,US,0.028515844,-0.042232968,0.014939759,0.008040716
NorthLakeville,MA,US,-0.025688892,0.059732582,-0.0136367865,-0.0014437538
BeanStation,TN,US,0.03768367,0.0054066656,0.02950354,0.0058730007
ShackleIsland,TN,US,0.050820693,-0.019772967,0.018331757,0.006096816
MineralSprings,NC,US,0.061408296,-0.0027290848,-0.009079949,0.021726128
BlueEarth,MN,US,-0.021684855,-0.02240834,-0.009873092,-0.024328196
Wallburg,NC,US,0.06969852,0.015599625,-0.0022208896,0.003535006
NorthCapeMay,NJ,US,0.00044562345,0.04555113,-0.015363083,0.0031579477
BeechwoodTrails,OH,US,0.036980055,0.011746548,0.007411235,-0.0516068
SouthJacksonville,IL,US,0.015398813,-0.030999102,0.002582263,-0.0358762
NewHolstein,WI,US,-0.014026559,-0.000392342,-0.02190502,-0.026524315
OakTrailShores,TX,US,-0.018320365,-0.04036603,0.06913626,0.020550165
AcresGreen,CO,US,-0.011759175,-0.023563148,-0.025829181,0.0075116577
Vado,NM,US,-0.03193503,0.0028135038,-0.009341993,0.007964846
Olney,TX,US,-0.025353339,-0.043556202,0.05350597,0.0068451394
Federalsburg,MD,US,0.010408328,0.054546393,-0.0042875437,-0.0079256715
BonnyDoon,CA,US,-0.0086974455,0.005014012,-0.05364225,0.011307778
Checotah,OK,US,-0.009581319,-0.0480569,0.048652753,-0.001393429
Sloatsburg,NY,US,-0.0016009471,0.08895537,0.014696572,-0.0048202607
Dahlgren,VA,US,0.029701576,0.05339793,-0.009388078,-0.008574838
Buffalo,MO,US,-0.0014012073,-0.040855598,0.05037478,-0.019105835
Cadiz,KY,US,0.04338115,-0.035532184,0.024334855,-0.0026879094
McSherrystown,PA,US,0.016129866,0.082113765,0.006576021,-0.020041674
MorongoValley,CA,US,-0.023628835,-0.012145842,-0.0505996,0.020101484
Warsaw,NC,US,0.043568365,0.01192442,0.0026274836,0.004225001
Brownstown,IN,US,0.035776164,-0.018883884,0.023320489,-0.03855151
GreenwoodLake,NY,US,-0.0016009471,0.08895537,0.014696572,-0.0048202607
Fiskdale,MA,US,-0.02201406,0.06043373,0.0001328811,0.001268021
Chandler,OK,US,-0.008308148,-0.048281483,0.04246037,-0.005580445
RedBay,AL,US,0.040887546,-0.013596227,0.0363209,0.036272086
Filer,ID,US,-0.026178017,-0.016329054,-0.00828043,0.009172865
Watertown,FL,US,0.036700618,0.010715107,-0.0070517454,0.058594994
Tishomingo,OK,US,-0.012173351,-0.0384508,0.053215694,0.0042416006
Hartville,OH,US,0.032657523,0.018636586,-0.0008022801,-0.054392107
AndrewsAFB,MD,US,0.026056722,0.07246256,-0.018981986,-0.023147112
Cleveland,FL,US,0.018373394,0.0248268,0.016712358,0.049122162
Brillion,WI,US,-0.010596233,-0.0013215216,-0.02575847,-0.027557887
Anza,CA,US,-0.029695446,-0.016295385,-0.014816538,0.012058815
Licking,MO,US,0.0038158777,-0.032597907,0.047591515,-0.019071665
Moriches,NY,US,-0.019486977,0.05646855,-0.022954311,0.0130055845
Eatonville,WA,US,-0.05235613,-0.01576618,0.024162026,0.0054968
Clarksville,TX,US,-0.0044332515,-0.03928295,0.059639513,0.022081207
Lakemore,OH,US,0.032657523,0.018636586,-0.0008022801,-0.054392107
Jefferson,OH,US,0.009003153,0.042095833,0.004304384,-0.037958708
CutBank,MT,US,-0.03205508,-0.008488866,0.022639804,0.0014172894
Savanna,IL,US,0.0049322858,-0.034723252,-0.025311857,-0.039663803
DoubleOak,TX,US,-0.015111268,-0.04751682,0.050371196,0.010740507
FairportHarbor,OH,US,0.010416265,0.033847656,-0.0053520687,-0.034266666
Doylestown,OH,US,0.031069193,0.017667564,0.0036455058,-0.056172095
LakeArrowhead,ME,US,-0.029132739,0.04168623,0.01057966,-0.004439529
BiscaynePark,FL,US,-0.006555354,0.026446017,0.006547182,0.020462818
NavyYardCity,WA,US,-0.04213233,-0.029808747,-0.053459477,-0.003234237
Bethany,MO,US,-0.007523705,-0.031162398,0.004512458,-0.04394788
Paramount-LongMeadow,MD,US,0.022351146,0.075156845,0.010756695,-0.023414558
Dyer,TN,US,0.030573433,-0.032517347,0.019855306,0.010094479
Monterey,TN,US,0.04135109,-0.007000955,0.027894374,0.009011121
Weaver,AL,US,0.056002565,-0.0025561934,0.021078158,0.050417088
GoldenBeach,MD,US,0.025840882,0.0523317,-0.007551388,-0.012914335
Brightwaters,NY,US,-0.0151283005,0.07848235,-0.03784929,0.016313056
BigSky,MT,US,-0.036548942,-0.010234245,0.043962285,-0.0024652502
Dalzell,SC,US,0.047706142,-0.0037363085,-0.016306045,0.026546156
Bishop,TX,US,-0.01823274,-0.010116944,0.08904955,0.040379606
Wilder,KY,US,0.050201315,-0.019901179,0.019035194,-0.0419998
Corning,AR,US,0.025657918,-0.035045,0.020959109,-0.0004209652
Wormleysburg,PA,US,0.010828752,0.0885498,0.01422812,-0.024309179
Richville,OH,US,0.033119354,0.018475067,0.004316642,-0.053025264
Dadeville,AL,US,0.047942746,-0.0008970663,0.0256725,0.055549685
Columbus,KS,US,-0.0040100957,-0.050212763,0.034433838,-0.013083355
Montgomery,MN,US,-0.021248152,-0.017228298,-0.008086483,-0.027733019
Loxley,AL,US,0.020006131,0.012305786,0.018078988,0.04867205
WildwoodCrest,NJ,US,-0.0026928473,0.042122982,-0.016299907,0.003548715
Algoma,WI,US,-0.020639341,0.013356315,-0.0044215308,-0.022887755
OceanGrove,NJ,US,-0.007632441,0.073407605,-0.03873708,0.010861909
Sherwood,WI,US,-0.006262072,-0.004305952,-0.03073827,-0.027755765
JohnsonCreek,WI,US,0.0010638944,-0.015449989,-0.03274329,-0.03309172
Hill'nDale,FL,US,0.023277096,0.022725789,-0.0052886293,0.046591308
KingsBeach,CA,US,-0.03350107,-0.00033308752,-0.00061916735,0.0073413323
Benson,MN,US,-0.018343182,-0.018226875,-0.0115764635,-0.019535203
Heyworth,IL,US,0.013505987,-0.021953775,-0.004929176,-0.040042426
DeCordova,TX,US,-0.014390136,-0.039470762,0.06685986,0.021246653
KimberlingCity,MO,US,-0.0009002477,-0.053013306,0.06055328,-0.0055876463
Cordaville,MA,US,-0.019148096,0.069500126,-0.005161537,-0.00044217324
Trafford,PA,US,0.041626003,0.045968894,0.022642685,-0.05723139
Genoa,OH,US,0.024577739,0.011886453,-0.01552381,-0.04223202
Eunice,NM,US,-0.039754327,-0.01732536,0.031214897,0.009579406
Greenfield,MN,US,-0.0165554,-0.023912972,-0.02883353,-0.03700771
Kaunakakai,HI,US,-0.046953995,-0.0064827595,0.052679695,-4.4811517e-05
Atkins,AR,US,0.0036424599,-0.04275128,0.056912236,0.0077402527
Mazomanie,WI,US,-0.001969074,-0.015502412,-0.021557162,-0.035611317
Penrose,CO,US,-0.033910543,-0.01632359,0.013095795,0.0062778173
Garner,IA,US,-0.020628022,-0.023523856,-0.010787201,-0.021567954
DayValley,CA,US,0.0028012102,-0.00499205,-0.10097129,0.016437396
Strathmore,CA,US,-0.009176294,-0.0034067084,-0.07914924,0.015197817
Carrizales,Arecibo,PR,-0.083235316,-0.016591087,0.07143203,0.004528543
VailsGate,NY,US,-0.0058387327,0.094165646,0.016989104,0.0019192855
Boutte,LA,US,0.025972214,0.0087766275,0.020226281,0.05004078
Hahira,GA,US,0.03988912,0.009896016,-0.008608384,0.06078066
Thermopolis,WY,US,-0.024704268,-0.013798177,0.013812935,0.0048495443
Walsenburg,CO,US,-0.0417455,-0.0098563945,0.031856354,0.0029747917
Proctor,MN,US,-0.022019539,-0.0030840368,-0.019066079,-0.02738319
Ferrysburg,MI,US,-0.0060414393,0.004198279,-0.014301305,-0.03462401
Luyando,Aguada,PR,-0.08234797,-0.0073295427,0.07777591,0.007905317
Afton,MN,US,-0.019223554,-0.017326146,-0.03505983,-0.034842864
Oostburg,WI,US,-0.015386396,0.003317131,-0.018097812,-0.033165663
RiverBend,NC,US,0.033610918,0.013755077,0.0027483779,0.0029070107
EdgecliffVillage,TX,US,-0.010715899,-0.043307893,0.059856784,0.020580329
LidoBeach,NY,US,-0.0123343505,0.08079191,-0.038535945,0.01654143
Delphi,IN,US,0.01686586,-0.009287524,-0.0011057475,-0.035276882
Shelby,MT,US,-0.031672176,-0.013359139,0.011171419,-0.0045366306
SodaSprings,ID,US,-0.02863978,-0.022525849,0.026287142,0.0026316391
Jarrettsville,MD,US,0.010364089,0.08815541,-0.0043537524,-0.018567806
Buckner,MO,US,-0.003510166,-0.03918884,0.00525159,-0.04630421
Dermott,AR,US,0.019497842,-0.029508933,0.027316544,0.034768604
Everett,PA,US,0.018535236,0.061067853,0.020314401,-0.039744534
Mohnton,PA,US,0.015771208,0.08804507,0.004126152,-0.019383917
SantaRosaValley,CA,US,-0.020791324,-0.02921098,-0.051555153,0.0125661865
Atoka,OK,US,-0.012113346,-0.039170567,0.062592424,0.0034172921
Lesslie,SC,US,0.06226305,-0.0063943192,0.004907639,0.021938145
Kenvil,NJ,US,0.0054827854,0.09030107,0.00695211,-0.0072376276
GraniteQuarry,NC,US,0.060678754,0.0113271745,0.0002651643,0.009493997
Milton,DE,US,0.0044636144,0.05341888,-0.0044203186,-0.004341098
Wyoming,PA,US,-0.010935843,0.06657328,0.03582593,-0.016753422
Vieques,Vieques,PR,-0.059621792,-0.010417353,0.071924455,0.015778767
NorthwestHarwinton,CT,US,-0.015740816,0.056999616,-0.0075614583,0.0077684093
Choccolocco,AL,US,0.055448145,-0.0057815076,0.019450858,0.0527537
Tularosa,NM,US,-0.041486938,-0.00067337963,0.0075820573,0.009943914
Sutter,CA,US,-0.0051616724,0.007338688,-0.104515165,0.008902915
DeWitt,AR,US,0.016211133,-0.037716545,0.02466233,0.028171932
K.I.Sawyer,MI,US,-0.018021353,0.01029514,0.014856381,-0.01496712
Edgewood,FL,US,0.019297618,0.024557859,-0.017823331,0.041572418
ByrnesMill,MO,US,0.025403352,-0.04775298,0.02025204,-0.032839656
Nocona,TX,US,-0.020660657,-0.04271074,0.051264882,0.009460924
Staples,MN,US,-0.021130677,-0.011109119,-0.01015175,-0.02012898
Midway,FL,US,0.029564975,0.010696764,-0.0076392596,0.048850417
Stanton,TX,US,-0.039149176,-0.022894729,0.04629674,0.0057751974
Providence,KY,US,0.038299743,-0.028650451,0.022199817,-0.015844684
